loan_to_income_ratio,loan_to_income_band
0.29,Moderate Ratio
0.09,Low Ratio
21.74,High Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.19,Moderate Ratio
52.63,High Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.35,High Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.21,Moderate Ratio
0.23,Moderate Ratio
58.64,High Ratio
0.06,Low Ratio
161.29,High Ratio
102.88,High Ratio
0.31,High Ratio
0.34,High Ratio
0.13,Moderate Ratio
0.4,High Ratio
0.19,Moderate Ratio
0.21,Moderate Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.07,Low Ratio
0.1,Moderate Ratio
0.41,High Ratio
0.09,Low Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
92.31,High Ratio
0.1,Moderate Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.07,Low Ratio
130.21,High Ratio
0.03,Low Ratio
0.18,Moderate Ratio
92.59,High Ratio
0.07,Low Ratio
0.02,Low Ratio
0.13,Moderate Ratio
0.24,Moderate Ratio
0.1,Low Ratio
0.23,Moderate Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.09,Low Ratio
127.66,High Ratio
0.09,Low Ratio
0.33,High Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.23,Moderate Ratio
0.07,Low Ratio
0.05,Low Ratio
230.77,High Ratio
0.51,High Ratio
0.29,Moderate Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
0.27,Moderate Ratio
0.09,Low Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.1,Moderate Ratio
0.45,High Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.06,Low Ratio
0.24,Moderate Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
0.1,Moderate Ratio
117.65,High Ratio
0.25,Moderate Ratio
110.89,High Ratio
0.25,Moderate Ratio
0.05,Low Ratio
0.05,Low Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.07,Low Ratio
0.27,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.1,Low Ratio
0.1,Moderate Ratio
0.06,Low Ratio
0.22,Moderate Ratio
0.04,Low Ratio
0.29,Moderate Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
250.0,High Ratio
0.09,Low Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.31,High Ratio
0.08,Low Ratio
0.27,Moderate Ratio
205.13,High Ratio
236.84,High Ratio
0.15,Moderate Ratio
0.26,Moderate Ratio
0.05,Low Ratio
0.06,Low Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.22,Moderate Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.19,Moderate Ratio
0.31,High Ratio
0.19,Moderate Ratio
0.07,Low Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.36,High Ratio
0.07,Low Ratio
0.03,Low Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.26,Moderate Ratio
0.07,Low Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.15,Moderate Ratio
160.0,High Ratio
0.06,Low Ratio
281.44,High Ratio
0.17,Moderate Ratio
0.18,Moderate Ratio
0.24,Moderate Ratio
109.59,High Ratio
0.06,Low Ratio
0.45,High Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.06,Low Ratio
0.09,Low Ratio
0.25,Moderate Ratio
0.19,Moderate Ratio
0.07,Low Ratio
0.18,Moderate Ratio
0.23,Moderate Ratio
0.31,High Ratio
0.22,Moderate Ratio
0.32,High Ratio
0.26,Moderate Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
0.21,Moderate Ratio
0.27,Moderate Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.29,Moderate Ratio
0.08,Low Ratio
112.5,High Ratio
0.06,Low Ratio
0.22,Moderate Ratio
0.4,High Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.35,High Ratio
0.19,Moderate Ratio
0.26,Moderate Ratio
0.31,High Ratio
0.13,Moderate Ratio
61.22,High Ratio
0.41,High Ratio
0.15,Moderate Ratio
0.35,High Ratio
0.22,Moderate Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.28,Moderate Ratio
0.08,Low Ratio
0.23,Moderate Ratio
0.13,Moderate Ratio
0.24,Moderate Ratio
0.19,Moderate Ratio
0.03,Low Ratio
120.0,High Ratio
0.03,Low Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.03,Low Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.24,Moderate Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.09,Low Ratio
0.22,Moderate Ratio
0.22,Moderate Ratio
0.03,Low Ratio
233.33,High Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
0.41,High Ratio
0.19,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.27,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.33,High Ratio
0.21,Moderate Ratio
0.05,Low Ratio
0.35,High Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.05,Low Ratio
0.05,Low Ratio
250.0,High Ratio
0.27,Moderate Ratio
100.55,High Ratio
100.0,High Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.29,Moderate Ratio
0.16,Moderate Ratio
96.15,High Ratio
0.33,High Ratio
0.17,Moderate Ratio
0.21,Moderate Ratio
217.39,High Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.09,Low Ratio
95.81,High Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.14,Moderate Ratio
0.22,Moderate Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
127.66,High Ratio
0.15,Moderate Ratio
0.25,Moderate Ratio
0.13,Moderate Ratio
0.06,Low Ratio
0.08,Low Ratio
133.33,High Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
0.1,Low Ratio
0.13,Moderate Ratio
0.16,Moderate Ratio
0.48,High Ratio
0.16,Moderate Ratio
0.25,Moderate Ratio
200.0,High Ratio
0.51,High Ratio
0.05,Low Ratio
0.05,Low Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.22,Moderate Ratio
0.29,Moderate Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.04,Low Ratio
375.0,High Ratio
0.06,Low Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
0.06,Low Ratio
0.09,Low Ratio
0.06,Low Ratio
67.5,High Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.19,Moderate Ratio
0.21,Moderate Ratio
0.16,Moderate Ratio
0.25,Moderate Ratio
280.0,High Ratio
62.5,High Ratio
0.09,Low Ratio
0.05,Low Ratio
0.21,Moderate Ratio
0.04,Low Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.33,High Ratio
0.3,Moderate Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.03,Low Ratio
0.09,Low Ratio
0.16,Moderate Ratio
0.25,Moderate Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.09,Low Ratio
0.21,Moderate Ratio
0.11,Moderate Ratio
0.11,Moderate Ratio
0.4,High Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.32,High Ratio
200.0,High Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
200.0,High Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.27,Moderate Ratio
0.19,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.21,Moderate Ratio
193.55,High Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.27,Moderate Ratio
0.1,Low Ratio
104.17,High Ratio
0.06,Low Ratio
0.06,Low Ratio
0.09,Low Ratio
0.21,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.35,High Ratio
0.1,Moderate Ratio
0.16,Moderate Ratio
0.27,Moderate Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.13,Moderate Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.07,Low Ratio
0.07,Low Ratio
0.25,Moderate Ratio
0.13,Moderate Ratio
0.06,Low Ratio
0.03,Low Ratio
0.13,Moderate Ratio
0.18,Moderate Ratio
0.33,High Ratio
0.11,Moderate Ratio
0.18,Moderate Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.29,Moderate Ratio
0.47,High Ratio
124.99,High Ratio
0.34,High Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.07,Low Ratio
0.03,Low Ratio
0.09,Low Ratio
0.06,Low Ratio
0.05,Low Ratio
0.24,Moderate Ratio
0.13,Moderate Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.19,Moderate Ratio
0.24,Moderate Ratio
0.23,Moderate Ratio
0.37,High Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.3,Moderate Ratio
128.21,High Ratio
0.28,Moderate Ratio
107.53,High Ratio
0.09,Low Ratio
0.32,High Ratio
0.13,Moderate Ratio
0.42,High Ratio
0.02,Low Ratio
0.11,Moderate Ratio
0.1,Moderate Ratio
0.28,Moderate Ratio
0.02,Low Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
106.12,High Ratio
0.26,Moderate Ratio
0.22,Moderate Ratio
208.33,High Ratio
0.08,Low Ratio
0.35,High Ratio
0.14,Moderate Ratio
0.24,Moderate Ratio
0.16,Moderate Ratio
0.19,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
320.51,High Ratio
0.2,Moderate Ratio
0.09,Low Ratio
0.32,High Ratio
0.14,Moderate Ratio
0.03,Low Ratio
0.17,Moderate Ratio
0.21,Moderate Ratio
0.05,Low Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.1,Low Ratio
0.23,Moderate Ratio
0.11,Moderate Ratio
111.11,High Ratio
384.62,High Ratio
0.4,High Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.05,Low Ratio
0.31,High Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.49,High Ratio
0.03,Low Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.23,Moderate Ratio
0.12,Moderate Ratio
0.09,Low Ratio
0.23,Moderate Ratio
142.86,High Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.23,Moderate Ratio
0.04,Low Ratio
0.25,Moderate Ratio
0.03,Low Ratio
160.0,High Ratio
0.31,High Ratio
0.14,Moderate Ratio
0.33,High Ratio
0.21,Moderate Ratio
0.14,Moderate Ratio
85.33,High Ratio
0.04,Low Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.09,Low Ratio
0.06,Low Ratio
0.16,Moderate Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.38,High Ratio
134.62,High Ratio
104.17,High Ratio
0.12,Moderate Ratio
0.16,Moderate Ratio
200.71,High Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.29,Moderate Ratio
0.26,Moderate Ratio
88.89,High Ratio
0.22,Moderate Ratio
0.2,Moderate Ratio
0.07,Low Ratio
0.26,Moderate Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.41,High Ratio
0.16,Moderate Ratio
0.04,Low Ratio
0.1,Moderate Ratio
0.22,Moderate Ratio
0.12,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.29,Moderate Ratio
0.14,Moderate Ratio
0.21,Moderate Ratio
0.03,Low Ratio
0.21,Moderate Ratio
0.23,Moderate Ratio
147.08,High Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.4,High Ratio
0.06,Low Ratio
0.04,Low Ratio
0.09,Low Ratio
0.28,Moderate Ratio
0.22,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.1,Low Ratio
0.09,Low Ratio
0.22,Moderate Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
0.03,Low Ratio
0.19,Moderate Ratio
0.22,Moderate Ratio
0.17,Moderate Ratio
0.19,Moderate Ratio
0.11,Moderate Ratio
179.2,High Ratio
0.09,Low Ratio
0.04,Low Ratio
50.0,High Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.03,Low Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.03,Low Ratio
0.17,Moderate Ratio
0.05,Low Ratio
0.32,High Ratio
0.3,High Ratio
0.09,Low Ratio
0.3,Moderate Ratio
0.21,Moderate Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.17,Moderate Ratio
0.36,High Ratio
100.0,High Ratio
0.03,Low Ratio
0.38,High Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
0.09,Low Ratio
200.0,High Ratio
0.16,Moderate Ratio
0.03,Low Ratio
0.07,Low Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.28,Moderate Ratio
0.14,Moderate Ratio
0.24,Moderate Ratio
0.22,Moderate Ratio
0.1,Moderate Ratio
0.35,High Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
0.05,Low Ratio
0.18,Moderate Ratio
0.14,Moderate Ratio
0.23,Moderate Ratio
0.16,Moderate Ratio
0.16,Moderate Ratio
138.89,High Ratio
0.24,Moderate Ratio
0.29,Moderate Ratio
0.12,Moderate Ratio
0.28,Moderate Ratio
162.04,High Ratio
0.06,Low Ratio
0.08,Low Ratio
0.24,Moderate Ratio
0.04,Low Ratio
0.12,Moderate Ratio
0.04,Low Ratio
123.08,High Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.1,Low Ratio
0.3,Moderate Ratio
0.13,Moderate Ratio
122.22,High Ratio
0.04,Low Ratio
0.17,Moderate Ratio
0.18,Moderate Ratio
0.15,Moderate Ratio
0.25,Moderate Ratio
0.3,High Ratio
0.06,Low Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.5,High Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.29,Moderate Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.03,Low Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.2,Moderate Ratio
480.0,High Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
64.29,High Ratio
0.17,Moderate Ratio
0.31,High Ratio
0.31,High Ratio
0.26,Moderate Ratio
0.11,Moderate Ratio
86.54,High Ratio
111.11,High Ratio
0.21,Moderate Ratio
0.29,Moderate Ratio
168.92,High Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.07,Low Ratio
90.91,High Ratio
0.02,Low Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.11,Moderate Ratio
0.32,High Ratio
0.16,Moderate Ratio
0.17,Moderate Ratio
180.0,High Ratio
0.12,Moderate Ratio
94.44,High Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.23,Moderate Ratio
0.28,Moderate Ratio
0.2,Moderate Ratio
0.2,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.33,High Ratio
138.89,High Ratio
100.0,High Ratio
0.09,Low Ratio
0.18,Moderate Ratio
0.31,High Ratio
0.14,Moderate Ratio
0.31,High Ratio
0.13,Moderate Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.04,Low Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.03,Low Ratio
0.16,Moderate Ratio
227.27,High Ratio
384.64,High Ratio
0.11,Moderate Ratio
0.3,High Ratio
0.33,High Ratio
0.27,Moderate Ratio
0.03,Low Ratio
0.09,Low Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
0.06,Low Ratio
0.14,Moderate Ratio
0.5,High Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.35,High Ratio
0.08,Low Ratio
0.09,Low Ratio
0.04,Low Ratio
0.03,Low Ratio
0.32,High Ratio
0.24,Moderate Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
144.0,High Ratio
0.33,High Ratio
0.21,Moderate Ratio
0.29,Moderate Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.06,Low Ratio
266.67,High Ratio
0.08,Low Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.09,Low Ratio
0.2,Moderate Ratio
371.43,High Ratio
200.0,High Ratio
0.26,Moderate Ratio
0.04,Low Ratio
0.2,Moderate Ratio
0.09,Low Ratio
0.02,Low Ratio
0.32,High Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.21,Moderate Ratio
0.14,Moderate Ratio
0.21,Moderate Ratio
0.14,Moderate Ratio
0.38,High Ratio
0.09,Low Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.37,High Ratio
0.19,Moderate Ratio
100.0,High Ratio
0.21,Moderate Ratio
0.18,Moderate Ratio
0.19,Moderate Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
160.0,High Ratio
0.05,Low Ratio
0.17,Moderate Ratio
114.29,High Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.22,Moderate Ratio
0.5,High Ratio
0.41,High Ratio
166.67,High Ratio
0.27,Moderate Ratio
0.06,Low Ratio
173.61,High Ratio
120.0,High Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
23.08,High Ratio
0.16,Moderate Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
0.05,Low Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.24,Moderate Ratio
0.27,Moderate Ratio
137.38,High Ratio
83.33,High Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.27,Moderate Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.2,Moderate Ratio
0.34,High Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.14,Moderate Ratio
29.18,High Ratio
0.13,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.32,High Ratio
0.15,Moderate Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.07,Low Ratio
0.19,Moderate Ratio
0.06,Low Ratio
0.26,Moderate Ratio
0.32,High Ratio
0.12,Moderate Ratio
205.45,High Ratio
0.04,Low Ratio
0.1,Moderate Ratio
0.03,Low Ratio
0.21,Moderate Ratio
0.05,Low Ratio
0.22,Moderate Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.26,Moderate Ratio
0.46,High Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.44,High Ratio
0.08,Low Ratio
0.07,Low Ratio
0.07,Low Ratio
0.06,Low Ratio
0.25,Moderate Ratio
147.06,High Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.18,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
235.29,High Ratio
0.26,Moderate Ratio
0.1,Low Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.04,Low Ratio
0.2,Moderate Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.03,Low Ratio
0.08,Low Ratio
228.57,High Ratio
0.28,Moderate Ratio
0.13,Moderate Ratio
228.57,High Ratio
0.45,High Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.07,Low Ratio
0.05,Low Ratio
0.08,Low Ratio
0.1,Low Ratio
0.08,Low Ratio
0.29,Moderate Ratio
0.26,Moderate Ratio
186.67,High Ratio
0.13,Moderate Ratio
177.78,High Ratio
0.28,Moderate Ratio
0.11,Moderate Ratio
0.33,High Ratio
0.16,Moderate Ratio
0.22,Moderate Ratio
0.06,Low Ratio
0.07,Low Ratio
0.07,Low Ratio
0.32,High Ratio
0.26,Moderate Ratio
0.15,Moderate Ratio
0.27,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.39,High Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
0.16,Moderate Ratio
0.23,Moderate Ratio
0.32,High Ratio
0.32,High Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.04,Low Ratio
0.1,Moderate Ratio
0.18,Moderate Ratio
0.11,Moderate Ratio
136.36,High Ratio
195.65,High Ratio
0.27,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.21,Moderate Ratio
0.1,Moderate Ratio
0.43,High Ratio
0.08,Low Ratio
0.04,Low Ratio
0.12,Moderate Ratio
0.04,Low Ratio
0.27,Moderate Ratio
0.33,High Ratio
0.08,Low Ratio
0.32,High Ratio
110.71,High Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
0.3,Moderate Ratio
0.16,Moderate Ratio
0.17,Moderate Ratio
100.0,High Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
169.21,High Ratio
0.02,Low Ratio
0.24,Moderate Ratio
178.57,High Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.23,Moderate Ratio
0.09,Low Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.19,Moderate Ratio
0.33,High Ratio
0.07,Low Ratio
160.0,High Ratio
0.18,Moderate Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
138.89,High Ratio
166.67,High Ratio
0.25,Moderate Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
0.3,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
42.86,High Ratio
222.22,High Ratio
0.29,Moderate Ratio
0.32,High Ratio
0.2,Moderate Ratio
0.05,Low Ratio
0.23,Moderate Ratio
0.21,Moderate Ratio
0.18,Moderate Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.09,Low Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
0.35,High Ratio
0.11,Moderate Ratio
133.33,High Ratio
0.23,Moderate Ratio
0.18,Moderate Ratio
0.09,Low Ratio
233.97,High Ratio
0.03,Low Ratio
0.11,Moderate Ratio
146.67,High Ratio
0.13,Moderate Ratio
0.24,Moderate Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
216.87,High Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.03,Low Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.24,Moderate Ratio
0.38,High Ratio
0.08,Low Ratio
0.44,High Ratio
0.28,Moderate Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.22,Moderate Ratio
46.15,High Ratio
222.22,High Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.3,High Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.34,High Ratio
0.06,Low Ratio
0.14,Moderate Ratio
0.08,Low Ratio
142.86,High Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.36,High Ratio
0.2,Moderate Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.18,Moderate Ratio
0.23,Moderate Ratio
77.52,High Ratio
0.06,Low Ratio
0.2,Moderate Ratio
55.56,High Ratio
113.64,High Ratio
0.07,Low Ratio
96.15,High Ratio
0.26,Moderate Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.16,Moderate Ratio
0.12,Moderate Ratio
114.29,High Ratio
100.0,High Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.3,High Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.1,Moderate Ratio
0.07,Low Ratio
0.29,Moderate Ratio
0.11,Moderate Ratio
0.24,Moderate Ratio
0.06,Low Ratio
0.03,Low Ratio
0.19,Moderate Ratio
