id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,interest_rate_tier
35455,32,70000,RENT,1.0,EDUCATION,A,18000,6.92,0.27,N,10,0,Low Rate
35456,31,24000,RENT,0.0,HOMEIMPROVEMENT,E,5000,18.79,0.21,N,7,1,Medium Rate
35457,30,110000,MORTGAGE,0.0,PERSONAL,D,5000,15.99,0.05,N,8,0,Medium Rate
35458,34,54000,MORTGAGE,16.0,MEDICAL,A,5000,6.03,0.09,N,5,0,Low Rate
35459,23,39000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.58,0.38,N,4,1,Medium Rate
35460,32,100000,RENT,5.0,PERSONAL,C,6000,13.49,0.06,N,9,0,Medium Rate
35461,24,90000,RENT,3.0,PERSONAL,A,8500,6.92,0.09,N,2,0,Low Rate
35462,29,34000,RENT,1.0,EDUCATION,A,9600,6.99,0.27,N,10,0,Low Rate
35463,38,72000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.99,0.17,N,16,0,Medium Rate
35464,29,90000,MORTGAGE,4.0,EDUCATION,B,22000,10.74,0.24,N,7,0,Medium Rate
35465,30,45000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.99,0.09,N,10,0,Medium Rate
35466,26,42000,RENT,5.0,MEDICAL,A,10000,7.51,0.24,N,4,1,Low Rate
35467,22,75000,MORTGAGE,6.0,PERSONAL,B,12000,9.91,0.16,N,4,0,Low Rate
35468,23,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6000,11.49,0.08,N,4,0,Medium Rate
35469,24,58380,RENT,0.0,VENTURE,B,5000,9.88,0.09,N,3,0,Low Rate
35470,35,50000,RENT,0.0,MEDICAL,B,4000,10.99,0.08,N,10,0,Medium Rate
35471,27,115000,RENT,4.0,MEDICAL,C,10000,13.35,0.09,Y,5,0,Medium Rate
35472,22,24000,OWN,1.0,EDUCATION,B,6000,11.36,0.25,N,3,0,Medium Rate
35473,24,48000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,4800,10.99,0.1,N,2,0,Medium Rate
35474,29,48000,MORTGAGE,13.0,PERSONAL,A,5000,7.51,0.1,N,7,0,Low Rate
35475,23,51000,RENT,3.0,EDUCATION,A,12000,8.9,0.24,N,3,0,Low Rate
35476,29,54000,MORTGAGE,9.0,MEDICAL,C,12000,13.16,0.22,N,8,0,Medium Rate
35477,33,200000,RENT,0.0,HOMEIMPROVEMENT,C,23500,15.96,0.12,N,5,1,Medium Rate
35478,53,65000,MORTGAGE,2.0,PERSONAL,A,6000,6.03,0.09,N,27,0,Low Rate
35479,24,57000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,9600,14.46,0.17,Y,4,1,Medium Rate
35480,24,32000,RENT,2.0,PERSONAL,A,5000,8.0,0.16,N,2,0,Low Rate
35481,28,65000,RENT,2.0,MEDICAL,B,8000,10.95,0.12,N,5,0,Medium Rate
35482,28,54000,MORTGAGE,6.0,PERSONAL,D,6000,15.99,0.11,Y,8,1,Medium Rate
35483,49,110000,MORTGAGE,11.0,PERSONAL,A,3600,6.03,0.03,N,15,0,Low Rate
35484,31,50000,RENT,4.0,DEBTCONSOLIDATION,B,3000,11.71,0.06,N,10,0,Medium Rate
35485,31,95800,RENT,1.0,DEBTCONSOLIDATION,A,5000,9.63,0.05,N,10,0,Low Rate
35486,27,39000,RENT,1.0,MEDICAL,B,12000,11.99,0.31,N,8,1,Medium Rate
35487,27,280000,MORTGAGE,11.0,MEDICAL,A,15000,7.9,0.05,N,8,0,Low Rate
35488,43,52000,MORTGAGE,5.0,MEDICAL,A,6000,7.49,0.12,N,11,0,Low Rate
35489,21,38400,RENT,5.0,EDUCATION,C,10000,13.23,0.26,Y,2,0,Medium Rate
35490,30,122000,MORTGAGE,1.0,EDUCATION,B,15000,11.48,0.12,N,9,0,Medium Rate
35491,25,39000,RENT,2.0,VENTURE,D,4000,14.96,0.1,Y,2,1,Medium Rate
35492,39,50000,RENT,3.0,HOMEIMPROVEMENT,A,3000,8.49,0.06,N,15,0,Low Rate
35493,22,110000,MORTGAGE,3.0,EDUCATION,A,10000,5.99,0.09,N,3,0,Low Rate
35494,26,58650,MORTGAGE,6.0,MEDICAL,D,7500,16.07,0.11,N,4,1,Medium Rate
35495,28,91560,MORTGAGE,4.0,VENTURE,B,22000,10.62,0.24,N,8,0,Medium Rate
35496,28,75000,RENT,12.0,HOMEIMPROVEMENT,C,3000,13.49,0.04,Y,8,0,Medium Rate
35497,28,63000,MORTGAGE,3.0,VENTURE,C,7000,13.92,0.11,N,9,0,Medium Rate
35498,29,60000,OWN,6.0,VENTURE,B,10000,9.88,0.17,N,10,0,Low Rate
35499,24,35000,RENT,4.0,VENTURE,B,10000,11.49,0.29,N,4,0,Medium Rate
35500,28,35000,RENT,0.0,EDUCATION,B,6000,11.14,0.17,N,10,0,Medium Rate
35501,35,36000,RENT,2.0,VENTURE,C,12000,14.27,0.33,Y,9,0,Medium Rate
35502,22,75000,RENT,6.0,MEDICAL,A,7500,8.9,0.1,N,3,0,Low Rate
35503,24,105400,MORTGAGE,8.0,PERSONAL,C,24000,11.66,0.23,Y,3,0,Medium Rate
35504,20,96000,RENT,3.0,MEDICAL,C,16000,13.85,0.17,N,2,0,Medium Rate
35505,58,100000,RENT,6.0,EDUCATION,A,10000,8.9,0.1,N,20,0,Low Rate
35506,25,54000,MORTGAGE,4.0,PERSONAL,A,7500,7.14,0.14,N,3,0,Low Rate
35507,23,42000,MORTGAGE,3.0,PERSONAL,A,5000,5.42,0.12,N,2,0,Low Rate
35508,26,42000,RENT,2.0,PERSONAL,C,5000,14.27,0.12,N,2,1,Medium Rate
35509,26,65000,MORTGAGE,10.0,EDUCATION,C,10000,13.99,0.15,Y,2,0,Medium Rate
35510,37,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12000,13.43,0.13,N,12,0,Medium Rate
35511,30,180000,MORTGAGE,14.0,EDUCATION,B,20000,9.63,0.11,N,8,0,Low Rate
35512,29,75000,RENT,1.0,MEDICAL,A,13600,7.29,0.18,N,9,0,Low Rate
35513,30,180000,MORTGAGE,2.0,EDUCATION,B,20000,12.42,0.11,N,8,0,Medium Rate
35514,24,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,7800,8.88,0.1,N,2,0,Low Rate
35515,54,50000,MORTGAGE,6.0,PERSONAL,A,12000,7.9,0.24,N,20,0,Low Rate
35516,37,45000,RENT,4.0,PERSONAL,B,4000,9.76,0.09,N,13,1,Low Rate
35517,35,54000,RENT,4.0,DEBTCONSOLIDATION,D,10000,14.11,0.19,Y,6,1,Medium Rate
35518,23,60000,RENT,0.0,EDUCATION,D,16000,18.25,0.27,N,2,0,Medium Rate
35519,26,36000,RENT,5.0,MEDICAL,C,10000,13.85,0.28,N,2,0,Medium Rate
35520,23,48996,MORTGAGE,7.0,EDUCATION,D,8000,14.11,0.16,Y,4,0,Medium Rate
35521,44,42000,RENT,1.0,PERSONAL,D,10000,15.58,0.24,Y,13,1,Medium Rate
35522,27,155004,MORTGAGE,11.0,MEDICAL,A,10200,5.42,0.07,N,6,0,Low Rate
35523,30,60000,MORTGAGE,13.0,MEDICAL,A,6000,6.62,0.1,N,9,0,Low Rate
35524,26,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,5.42,0.15,N,4,0,Low Rate
35525,22,60000,RENT,0.0,EDUCATION,B,12000,10.59,0.2,N,3,0,Medium Rate
35526,46,70000,RENT,0.0,PERSONAL,C,7000,13.57,0.1,Y,13,0,Medium Rate
35527,25,50000,RENT,3.0,PERSONAL,D,7000,14.61,0.14,Y,2,0,Medium Rate
35528,22,50000,RENT,0.0,EDUCATION,A,5000,6.92,0.1,N,4,0,Low Rate
35529,24,50000,MORTGAGE,1.0,VENTURE,A,8400,7.49,0.17,N,2,0,Low Rate
35530,24,45000,RENT,6.0,MEDICAL,D,6000,16.49,0.13,Y,4,0,Medium Rate
35531,30,76500,MORTGAGE,19.0,MEDICAL,A,14750,6.62,0.2,N,8,0,Low Rate
35532,22,62000,MORTGAGE,6.0,EDUCATION,A,9000,7.9,0.15,N,2,0,Low Rate
35533,42,80000,RENT,0.0,MEDICAL,A,4000,7.9,0.05,N,14,0,Low Rate
35534,27,96000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,3150,5.79,0.03,N,10,0,Low Rate
35535,27,85000,MORTGAGE,3.0,PERSONAL,A,10000,6.54,0.12,N,5,0,Low Rate
35536,23,62000,MORTGAGE,2.0,EDUCATION,A,5000,6.03,0.08,N,4,0,Low Rate
35537,24,85000,RENT,4.0,HOMEIMPROVEMENT,C,20000,12.99,0.24,N,4,0,Medium Rate
35538,25,60000,MORTGAGE,9.0,EDUCATION,D,1800,16.49,0.03,Y,4,0,Medium Rate
35539,30,55000,OWN,6.0,EDUCATION,C,15000,15.27,0.27,N,6,0,Medium Rate
35540,31,120000,MORTGAGE,6.0,PERSONAL,A,12000,5.79,0.1,N,5,0,Low Rate
35541,26,75000,MORTGAGE,10.0,EDUCATION,B,14400,9.25,0.19,N,3,0,Low Rate
35542,23,35000,RENT,4.0,EDUCATION,C,10000,13.49,0.29,Y,2,0,Medium Rate
35543,37,70000,RENT,2.0,PERSONAL,B,15000,11.71,0.21,N,16,0,Medium Rate
35544,25,63900,MORTGAGE,2.0,VENTURE,D,6200,15.62,0.1,N,2,0,Medium Rate
35545,22,66000,MORTGAGE,6.0,EDUCATION,A,3500,7.9,0.05,N,4,0,Low Rate
35546,25,120000,RENT,0.0,PERSONAL,A,15000,7.51,0.13,N,4,0,Low Rate
35547,23,80000,MORTGAGE,7.0,VENTURE,B,3000,12.21,0.04,N,2,0,Medium Rate
35548,44,36228,RENT,4.0,MEDICAL,A,2000,7.29,0.06,N,15,0,Low Rate
35549,27,115000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4000,7.51,0.03,N,8,0,Low Rate
35550,24,58650,RENT,5.0,MEDICAL,D,17800,14.54,0.24,N,4,1,Medium Rate
35551,45,178364,MORTGAGE,9.0,HOMEIMPROVEMENT,E,12000,15.68,0.06,Y,17,0,Medium Rate
35552,35,36000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.88,0.14,N,5,0,Low Rate
35553,24,74000,RENT,8.0,HOMEIMPROVEMENT,E,10000,16.45,0.14,Y,4,0,Medium Rate
35554,35,762000,RENT,3.0,PERSONAL,B,8000,11.71,0.01,N,9,0,Medium Rate
35555,33,59475,MORTGAGE,10.0,EDUCATION,D,18125,14.11,0.26,Y,6,1,Medium Rate
35556,26,24000,OWN,3.0,VENTURE,C,2750,13.57,0.11,Y,2,0,Medium Rate
35557,25,60000,RENT,3.0,DEBTCONSOLIDATION,B,7000,10.36,0.12,N,3,0,Medium Rate
35558,23,39000,RENT,0.0,VENTURE,D,15000,15.28,0.38,N,3,1,Medium Rate
35559,35,136625,MORTGAGE,3.0,VENTURE,A,15000,7.51,0.11,N,6,0,Low Rate
35560,30,50000,RENT,2.0,VENTURE,B,5000,10.37,0.1,N,9,0,Medium Rate
35561,27,38000,RENT,0.0,DEBTCONSOLIDATION,B,5500,9.76,0.14,N,9,0,Low Rate
35562,30,37440,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.99,0.27,N,7,0,Medium Rate
35563,24,42000,RENT,0.0,MEDICAL,C,10000,13.49,0.24,N,4,0,Medium Rate
35564,37,31200,RENT,0.0,MEDICAL,C,3000,13.79,0.1,Y,12,0,Medium Rate
35565,29,110000,MORTGAGE,13.0,VENTURE,A,8500,6.54,0.08,N,6,0,Low Rate
35566,23,48000,RENT,0.0,EDUCATION,B,2400,12.69,0.05,N,3,0,Medium Rate
35567,25,35000,MORTGAGE,9.0,MEDICAL,D,7200,14.61,0.21,Y,3,1,Medium Rate
35568,29,115000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7200,5.42,0.06,N,9,0,Low Rate
35569,22,39000,OWN,5.0,VENTURE,D,10000,15.28,0.26,Y,2,0,Medium Rate
35570,25,39000,MORTGAGE,3.0,MEDICAL,D,3000,15.62,0.08,Y,2,1,Medium Rate
35571,31,100000,RENT,3.0,VENTURE,B,12000,10.0,0.12,N,7,0,Medium Rate
35572,23,78000,RENT,7.0,PERSONAL,C,9600,13.57,0.12,N,2,0,Medium Rate
35573,23,40000,RENT,2.0,EDUCATION,A,4000,8.49,0.1,N,4,0,Low Rate
35574,25,94992,MORTGAGE,0.0,EDUCATION,B,12000,11.89,0.13,N,4,0,Medium Rate
35575,23,100000,MORTGAGE,5.0,PERSONAL,C,15000,13.47,0.15,N,2,0,Medium Rate
35576,22,60000,OWN,6.0,PERSONAL,A,10000,5.79,0.17,N,2,0,Low Rate
35577,24,72000,RENT,8.0,PERSONAL,B,16000,11.71,0.22,N,2,0,Medium Rate
35578,23,50000,RENT,4.0,VENTURE,A,7500,8.49,0.15,N,3,0,Low Rate
35579,30,47000,RENT,14.0,EDUCATION,D,9000,15.95,0.19,Y,5,0,Medium Rate
35580,30,60000,RENT,1.0,DEBTCONSOLIDATION,A,4000,6.03,0.07,N,7,0,Low Rate
35581,31,84000,MORTGAGE,6.0,MEDICAL,A,1000,7.9,0.01,N,6,0,Low Rate
35582,21,34000,RENT,5.0,EDUCATION,B,10000,11.71,0.29,N,4,1,Medium Rate
35583,35,90000,RENT,0.0,DEBTCONSOLIDATION,B,16000,11.26,0.18,N,10,0,Medium Rate
35584,23,85000,MORTGAGE,0.0,VENTURE,A,12000,8.9,0.14,N,3,0,Low Rate
35585,40,33600,RENT,15.0,MEDICAL,B,7000,9.63,0.21,N,16,1,Low Rate
35586,37,60000,MORTGAGE,3.0,PERSONAL,B,12000,10.38,0.2,N,12,0,Medium Rate
35587,22,32918,RENT,3.0,VENTURE,B,13000,11.36,0.41,N,3,1,Medium Rate
35588,25,60000,RENT,5.0,PERSONAL,A,7000,7.49,0.12,N,4,0,Low Rate
35589,26,86004,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.89,0.12,N,4,0,Medium Rate
35590,24,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,14000,11.14,0.12,N,2,0,Medium Rate
35591,24,78400,MORTGAGE,4.0,PERSONAL,E,17500,17.56,0.22,N,4,0,Medium Rate
35592,35,66847,RENT,3.0,PERSONAL,C,10000,13.61,0.15,Y,6,0,Medium Rate
35593,23,35000,RENT,1.0,EDUCATION,B,8000,9.45,0.23,N,2,0,Low Rate
35594,51,50000,OWN,3.0,PERSONAL,A,6000,7.51,0.12,N,23,0,Low Rate
35595,36,54000,MORTGAGE,0.0,MEDICAL,D,16000,14.61,0.3,Y,12,1,Medium Rate
35596,24,120000,MORTGAGE,5.0,MEDICAL,B,10000,9.99,0.08,N,2,0,Low Rate
35597,30,72000,MORTGAGE,9.0,PERSONAL,A,3000,6.99,0.04,N,5,0,Low Rate
35598,26,30000,RENT,0.0,PERSONAL,A,8000,9.32,0.27,N,3,0,Low Rate
35599,23,69000,RENT,0.0,EDUCATION,A,6000,6.03,0.09,N,2,0,Low Rate
35600,26,60000,RENT,3.0,DEBTCONSOLIDATION,A,12000,7.88,0.2,N,2,0,Low Rate
35601,22,50000,MORTGAGE,6.0,PERSONAL,B,10000,11.99,0.2,N,4,0,Medium Rate
35602,28,90000,MORTGAGE,12.0,VENTURE,A,6000,7.14,0.07,N,5,0,Low Rate
35603,58,20000,RENT,2.0,PERSONAL,A,4000,8.94,0.2,N,19,0,Low Rate
35604,24,38000,MORTGAGE,8.0,PERSONAL,C,12000,12.99,0.32,Y,3,0,Medium Rate
35605,22,33500,RENT,4.0,MEDICAL,B,10000,10.37,0.3,N,3,0,Medium Rate
35606,25,45000,OWN,9.0,MEDICAL,A,10000,8.49,0.22,N,4,0,Low Rate
35607,22,24000,RENT,3.0,PERSONAL,C,3000,12.53,0.13,Y,3,0,Medium Rate
35608,28,59004,RENT,1.0,DEBTCONSOLIDATION,B,24250,11.49,0.41,N,6,1,Medium Rate
35609,41,45000,RENT,18.0,VENTURE,B,8800,11.36,0.2,N,11,0,Medium Rate
35610,38,60000,RENT,3.0,HOMEIMPROVEMENT,B,5000,10.65,0.08,N,15,0,Medium Rate
35611,24,120000,RENT,1.0,VENTURE,A,4000,7.4,0.03,N,3,0,Low Rate
35612,25,88000,RENT,2.0,EDUCATION,E,15000,14.93,0.17,Y,3,1,Medium Rate
35613,23,28800,OWN,8.0,EDUCATION,A,2000,7.14,0.07,N,2,0,Low Rate
35614,26,50000,RENT,5.0,HOMEIMPROVEMENT,B,12000,9.99,0.24,N,4,0,Low Rate
35615,26,45000,RENT,2.0,PERSONAL,C,5000,14.35,0.11,Y,4,0,Medium Rate
35616,33,60000,RENT,0.0,HOMEIMPROVEMENT,C,15000,13.57,0.25,Y,7,0,Medium Rate
35617,22,30000,RENT,0.0,VENTURE,D,6000,12.61,0.2,N,3,1,Medium Rate
35618,26,46000,RENT,11.0,PERSONAL,B,7000,12.42,0.16,N,2,1,Medium Rate
35619,23,28800,RENT,3.0,PERSONAL,C,5000,13.49,0.17,Y,2,0,Medium Rate
35620,22,50000,RENT,4.0,EDUCATION,A,7000,7.14,0.14,N,3,0,Low Rate
35621,26,120000,RENT,0.0,DEBTCONSOLIDATION,B,30000,12.69,0.25,N,2,0,Medium Rate
35622,22,102000,MORTGAGE,6.0,MEDICAL,A,10000,6.92,0.1,N,4,0,Low Rate
35623,21,42000,MORTGAGE,5.0,MEDICAL,A,10000,6.54,0.24,N,4,0,Low Rate
35624,27,49000,RENT,11.0,DEBTCONSOLIDATION,A,8300,5.79,0.17,N,6,0,Low Rate
35625,34,30000,RENT,3.0,MEDICAL,E,6500,16.35,0.21,Y,5,1,Medium Rate
35626,23,24000,RENT,1.0,EDUCATION,C,1600,13.23,0.07,Y,2,0,Medium Rate
35627,25,225000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,16000,9.91,0.07,N,2,0,Low Rate
35628,25,100000,OWN,3.0,VENTURE,A,9000,5.79,0.09,N,2,0,Low Rate
35629,26,82000,RENT,5.0,HOMEIMPROVEMENT,A,10000,7.51,0.12,N,4,0,Low Rate
35630,24,50000,RENT,0.0,VENTURE,C,4800,13.35,0.1,Y,4,0,Medium Rate
35631,27,120000,RENT,2.0,MEDICAL,C,8000,13.72,0.07,N,8,0,Medium Rate
35632,23,26000,RENT,6.0,PERSONAL,A,2500,6.76,0.1,N,3,0,Low Rate
35633,23,70000,MORTGAGE,7.0,VENTURE,A,6000,6.99,0.09,N,3,0,Low Rate
35634,36,120000,OWN,16.0,VENTURE,C,16000,13.06,0.13,Y,12,0,Medium Rate
35635,26,106000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,6.54,0.11,N,2,0,Low Rate
35636,24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3500,5.99,0.04,N,3,0,Low Rate
35637,25,36000,RENT,3.0,EDUCATION,E,15000,19.03,0.41,Y,2,1,Medium Rate
35638,26,45000,MORTGAGE,8.0,PERSONAL,C,10000,12.87,0.22,Y,4,0,Medium Rate
35639,23,72000,RENT,3.0,EDUCATION,A,3500,5.99,0.05,N,4,0,Low Rate
35640,23,70000,MORTGAGE,7.0,VENTURE,A,3000,7.51,0.04,N,3,0,Low Rate
35641,42,39000,RENT,1.0,EDUCATION,B,16000,10.62,0.41,N,14,1,Medium Rate
35642,27,97600,MORTGAGE,7.0,MEDICAL,B,10000,9.63,0.1,N,6,0,Low Rate
35643,23,80000,RENT,6.0,PERSONAL,B,15000,10.62,0.19,N,2,0,Medium Rate
35644,23,60000,OWN,6.0,EDUCATION,A,8000,5.79,0.13,N,3,0,Low Rate
35645,27,30000,RENT,0.0,DEBTCONSOLIDATION,D,7500,15.31,0.25,Y,7,1,Medium Rate
35646,32,80000,RENT,16.0,HOMEIMPROVEMENT,B,12000,11.49,0.15,N,8,0,Medium Rate
35647,23,55000,MORTGAGE,8.0,MEDICAL,B,15000,12.21,0.27,N,3,0,Medium Rate
35648,22,50000,RENT,2.0,EDUCATION,B,5000,11.49,0.1,N,3,0,Medium Rate
35649,28,44094,RENT,1.0,VENTURE,A,3600,7.37,0.08,N,9,0,Low Rate
35650,24,65200,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,8.0,0.11,N,2,0,Low Rate
35651,22,36000,RENT,4.0,PERSONAL,C,15000,12.84,0.42,Y,3,1,Medium Rate
35652,32,45000,RENT,6.0,DEBTCONSOLIDATION,C,10000,13.11,0.22,N,5,0,Medium Rate
35653,35,50000,MORTGAGE,5.0,MEDICAL,D,15000,15.37,0.3,Y,5,0,Medium Rate
35654,25,50000,RENT,3.0,MEDICAL,C,8000,14.17,0.16,N,2,0,Medium Rate
35655,29,28000,MORTGAGE,7.0,VENTURE,A,3200,7.88,0.12,N,5,0,Low Rate
35656,30,31200,RENT,2.0,PERSONAL,B,3000,11.86,0.1,N,7,1,Medium Rate
35657,23,51996,RENT,7.0,DEBTCONSOLIDATION,A,9600,7.88,0.18,N,2,0,Low Rate
35658,36,90000,RENT,6.0,DEBTCONSOLIDATION,A,12000,6.03,0.13,N,11,0,Low Rate
35659,25,100000,MORTGAGE,0.0,EDUCATION,A,15000,5.79,0.15,N,4,0,Low Rate
35660,25,30000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,8000,11.89,0.27,N,3,1,Medium Rate
35661,26,102000,MORTGAGE,10.0,MEDICAL,B,24250,11.71,0.24,N,2,0,Medium Rate
35662,22,50000,RENT,7.0,VENTURE,A,6000,5.79,0.12,N,3,0,Low Rate
35663,23,50000,RENT,4.0,EDUCATION,B,6000,10.37,0.12,N,2,0,Medium Rate
35664,32,96000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,10000,15.28,0.1,N,10,1,Medium Rate
35665,26,97500,RENT,10.0,MEDICAL,A,4000,5.42,0.04,N,3,0,Low Rate
35666,28,48000,RENT,0.0,MEDICAL,C,4800,13.99,0.1,Y,9,0,Medium Rate
35667,22,60000,RENT,1.0,EDUCATION,C,6000,12.87,0.1,Y,4,0,Medium Rate
35668,41,62000,RENT,4.0,HOMEIMPROVEMENT,D,10000,14.91,0.16,N,13,0,Medium Rate
35669,24,37200,RENT,2.0,MEDICAL,B,2500,11.71,0.07,N,4,0,Medium Rate
35670,24,30000,RENT,0.0,HOMEIMPROVEMENT,C,5000,14.35,0.17,N,4,1,Medium Rate
35671,40,180000,RENT,2.0,DEBTCONSOLIDATION,A,12000,7.51,0.07,N,13,0,Low Rate
35672,26,58000,MORTGAGE,9.0,VENTURE,B,4000,9.99,0.07,N,3,0,Low Rate
35673,22,30000,RENT,0.0,VENTURE,B,6000,11.48,0.2,N,4,1,Medium Rate
35674,23,44955,MORTGAGE,2.0,MEDICAL,A,5000,7.9,0.11,N,4,0,Low Rate
35675,22,54000,RENT,5.0,VENTURE,A,9000,7.66,0.16,N,2,0,Low Rate
35676,27,88000,RENT,4.0,PERSONAL,C,15000,13.48,0.17,Y,8,0,Medium Rate
35677,22,60000,RENT,6.0,EDUCATION,B,12000,10.62,0.2,N,3,0,Medium Rate
35678,41,40000,OWN,0.0,MEDICAL,A,5000,5.42,0.13,N,11,0,Low Rate
35679,32,50000,RENT,3.0,DEBTCONSOLIDATION,B,15000,10.25,0.3,N,8,0,Medium Rate
35680,34,125000,MORTGAGE,4.0,EDUCATION,C,15000,13.92,0.12,N,6,0,Medium Rate
35681,29,54000,OWN,0.0,PERSONAL,C,6200,12.99,0.11,Y,5,0,Medium Rate
35682,24,48000,MORTGAGE,8.0,EDUCATION,A,7200,7.49,0.15,N,2,0,Low Rate
35683,21,65004,MORTGAGE,5.0,EDUCATION,A,10000,6.03,0.15,N,2,0,Low Rate
35684,22,60000,RENT,0.0,DEBTCONSOLIDATION,D,16450,16.02,0.26,N,3,1,Medium Rate
35685,23,135000,MORTGAGE,7.0,EDUCATION,A,4000,7.49,0.03,N,3,0,Low Rate
35686,21,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,12.18,0.2,N,4,0,Medium Rate
35687,24,60000,OWN,8.0,EDUCATION,A,24000,7.49,0.4,N,2,0,Low Rate
35688,22,40000,RENT,1.0,VENTURE,A,3650,6.91,0.09,N,2,0,Low Rate
35689,32,100000,MORTGAGE,7.0,MEDICAL,B,8000,11.12,0.08,N,8,0,Medium Rate
35690,24,50000,MORTGAGE,5.0,MEDICAL,D,15000,15.65,0.24,Y,4,1,Medium Rate
35691,24,48000,RENT,5.0,PERSONAL,D,7200,14.96,0.15,N,2,0,Medium Rate
35692,27,65680,RENT,5.0,MEDICAL,B,25000,11.86,0.38,N,9,1,Medium Rate
35693,36,60000,RENT,4.0,PERSONAL,C,5000,13.49,0.08,N,15,0,Medium Rate
35694,32,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,8000,7.49,0.13,N,6,0,Low Rate
35695,26,60000,RENT,0.0,HOMEIMPROVEMENT,C,12000,13.49,0.2,Y,3,0,Medium Rate
35696,33,38400,RENT,3.0,HOMEIMPROVEMENT,B,11000,11.99,0.29,N,6,0,Medium Rate
35697,28,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,7.51,0.13,N,7,0,Low Rate
35698,27,52000,RENT,3.0,HOMEIMPROVEMENT,B,3000,10.59,0.06,N,8,0,Medium Rate
35699,22,59000,RENT,6.0,VENTURE,D,5000,14.84,0.08,N,3,0,Medium Rate
35700,23,35000,OWN,4.0,EDUCATION,C,8000,13.43,0.23,N,4,0,Medium Rate
35701,25,50004,MORTGAGE,4.0,PERSONAL,A,10000,8.59,0.2,N,4,0,Low Rate
35702,23,50000,MORTGAGE,7.0,PERSONAL,B,15000,10.25,0.3,N,3,0,Medium Rate
35703,28,74500,MORTGAGE,0.0,VENTURE,A,11500,7.05,0.15,N,5,0,Low Rate
35704,23,49000,RENT,0.0,PERSONAL,D,6000,15.62,0.12,Y,2,1,Medium Rate
35705,26,130000,RENT,5.0,PERSONAL,E,18000,18.64,0.14,N,4,0,Medium Rate
35706,39,84000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3000,10.99,0.04,N,11,0,Medium Rate
35707,22,52000,RENT,2.0,EDUCATION,C,6000,12.99,0.12,Y,4,0,Medium Rate
35708,23,50400,OWN,8.0,VENTURE,A,12000,7.49,0.24,N,4,0,Low Rate
35709,43,70000,MORTGAGE,9.0,VENTURE,A,7000,6.62,0.1,N,12,0,Low Rate
35710,30,52000,RENT,1.0,EDUCATION,B,8000,10.0,0.15,N,9,0,Medium Rate
35711,45,32000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0.04,N,12,0,Low Rate
35712,34,100000,MORTGAGE,4.0,VENTURE,A,12000,5.99,0.12,N,10,0,Low Rate
35713,23,40000,RENT,6.0,DEBTCONSOLIDATION,C,5600,13.49,0.14,N,4,0,Medium Rate
35714,26,45000,MORTGAGE,4.0,EDUCATION,A,7000,6.62,0.16,N,3,0,Low Rate
35715,23,65000,MORTGAGE,7.0,EDUCATION,A,15000,8.94,0.23,N,4,0,Low Rate
35716,22,32000,RENT,6.0,MEDICAL,B,15000,10.25,0.47,N,3,1,Medium Rate
35717,43,51600,MORTGAGE,5.0,MEDICAL,C,10000,12.53,0.19,N,13,0,Medium Rate
35718,22,20000,RENT,0.0,MEDICAL,D,4000,15.65,0.2,N,4,1,Medium Rate
35719,23,45000,RENT,4.0,EDUCATION,A,4000,7.14,0.09,N,2,0,Low Rate
35720,22,90000,RENT,6.0,EDUCATION,B,12000,11.71,0.13,N,3,0,Medium Rate
35721,30,51600,MORTGAGE,2.0,DEBTCONSOLIDATION,B,12000,11.14,0.23,N,10,0,Medium Rate
35722,25,70000,OWN,0.0,EDUCATION,B,15000,11.86,0.21,N,4,0,Medium Rate
